project,blockCount,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,sprite_naming,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition,empty_script,middle_man,no_op,variable_scope,unused_variable,duplicated_sprite,inappropriate_intimacy,noop_project
99531199.sb,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531206.sb,130,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0
99531207.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531209.sb,29,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
99531223.sb,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99531228.sb,100,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0
99531241.sb,72,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,3,0,0
99531246.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531254.sb,110,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0
99531257.sb,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
99531268.sb,25,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
99531282.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531298.sb,25,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
99531301.sb,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531313.sb,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
99531314.sb,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99531315.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531318.sb,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99531319.sb,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531330.sb,69,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,2,0,1,0,0
99531331.sb,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531335.sb,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
99531341.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531347.sb,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531353.sb,32,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99531354.sb,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531356.sb,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99531358.sb,85,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0
99531360.sb,52,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
99531361.sb,74,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
99531364.sb,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99531368.sb,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99531372.sb,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531376.sb,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531378.sb,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531386.sb,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99531387.sb,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99531391.sb,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531396.sb,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
99531400.sb,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99531406.sb,70,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0
99531412.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531414.sb,24,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
99531418.sb,182,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0
99531419.sb,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
99531420.sb,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531423.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531441.sb,84,0,0,0,3,0,0,0,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
99531450.sb,702,0,0,0,0,0,0,0,2,0,0,0,26,8,4,0,13,0,0,16,0,16,6,0,0,0
99531459.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531482.sb,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99531484.sb,79,0,0,4,0,0,1,0,0,0,0,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0
99531485.sb,59,0,0,8,4,0,0,0,17,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99531488.sb,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
99531489.sb,49,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
99531491.sb,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99531500.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531502.sb,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99531503.sb,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531514.sb,145,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,2,0,0,0,0,2,0,0,0,0
99531516.sb,85,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,0
99531524.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531528.sb,271,0,0,0,0,0,1,0,0,0,0,0,4,8,0,0,3,0,0,1,0,1,0,0,0,0
99531540.sb,507,0,0,0,0,0,0,0,3,0,0,0,17,7,0,0,8,0,0,2,0,0,1,6,0,0
99531543.sb,99,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,4,0,0,0,0,3,0,0,0,0
99531544.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531546.sb,18,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
99531553.sb,110,0,0,4,0,0,0,0,0,0,0,2,3,0,2,0,4,2,0,0,0,1,0,0,0,0
99531554.sb,244,0,0,0,1,0,0,0,2,0,1,2,2,3,0,0,11,1,1,9,0,1,1,1,0,0
99531556.sb,1361,0,0,0,0,0,0,0,0,0,0,9,6,22,1,0,17,0,0,62,0,1,2,3,1,0
99531559.sb,3388,0,0,0,11,0,0,0,0,1,30,18,3,73,0,2,17,7,0,64,0,4,1,0,0,0
99531560.sb,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99531563.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531567.sb,149,0,0,0,0,0,0,0,12,0,0,1,0,4,3,0,0,0,0,1,2,0,0,0,0,0
99531572.sb,16,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
99531575.sb,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99531576.sb,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
99531579.sb,133,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,10,0,1,0,0,0,0
99531586.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531588.sb,129,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0
99531592.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531593.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531596.sb,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
99531597.sb,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531598.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531599.sb,19,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
99531604.sb,28,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
99531612.sb,60,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99531631.sb,59,0,0,2,0,0,0,0,5,0,0,0,8,0,0,0,7,0,1,0,0,0,0,0,0,0
99531636.sb,12,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531639.sb,189,0,0,0,0,0,0,0,13,0,0,0,1,4,0,0,3,0,0,6,0,0,0,0,0,0
99531644.sb,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
99531647.sb,74,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0
99531651.sb,107,0,0,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0
99531659.sb,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531667.sb,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531668.sb,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531673.sb,18,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99531674.sb,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531675.sb,46,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0
99531676.sb,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531684.sb,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
99531691.sb,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
99531699.sb,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
99531704.sb,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99531706.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531742.sb,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531750.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531756.sb,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531758.sb,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99531763.sb,130,0,0,0,0,0,0,0,3,0,0,1,6,2,0,0,2,0,0,4,0,2,4,0,0,0
99531774.sb,60,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,4,0,0
99531777.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531781.sb,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
99531782.sb,45,0,1,5,0,0,0,0,3,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0
99531807.sb,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
99531811.sb,12,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531825.sb,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99531831.sb,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531845.sb,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99531854.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99531858.sb,117,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,5,0,0,0,0,0,0
99531859.sb,50,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,6,0,0,0,0,0,0
99531860.sb,1174,0,0,0,2,0,1,0,8,2,2,2,10,28,10,0,5,0,0,17,0,0,5,0,3,0
99531870.sb,26,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
99531875.sb,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531877.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531878.sb,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
99531879.sb,110,0,0,0,2,0,0,0,4,2,0,0,0,2,0,0,0,0,0,2,0,4,2,0,0,0
99531887.sb,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99531897.sb,361,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,5,0,0,20,0,0,0,1,0,0
99531900.sb,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99531901.sb,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99531904.sb,13,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
99531907.sb,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531910.sb,214,0,0,0,0,0,0,0,7,0,0,0,10,6,4,0,3,0,0,0,0,1,0,0,2,0
99531913.sb,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531921.sb,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
99531926.sb,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99531928.sb,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
99531932.sb,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99531937.sb,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
99531941.sb,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99531948.sb,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0
99531951.sb,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
99531969.sb,65,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0
99531987.sb,251,0,0,0,0,0,0,0,3,0,2,0,10,1,2,0,13,0,0,2,0,2,3,0,0,0
99531990.sb,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
99531996.sb,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
99532003.sb,57,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0
99532008.sb,46,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
99532010.sb,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532021.sb,60,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
99532025.sb,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532033.sb,37,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
99532035.sb,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0
99532037.sb,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532039.sb,4022,0,0,0,1,0,0,0,0,0,10,10,29,47,48,0,71,0,3,61,0,10,1,0,0,0
99532042.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
99532044.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99532047.sb,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532049.sb,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99532054.sb,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
99532058.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532074.sb,53,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
99532084.sb,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99532086.sb,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0
99532089.sb,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99532093.sb,86,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
99532102.sb,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,1
99532104.sb,16,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
99532107.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532117.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532121.sb,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
99532123.sb,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0
99532124.sb,389,0,0,0,0,0,0,0,6,0,0,4,8,5,0,0,8,0,0,9,0,0,0,0,0,0
99532126.sb,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532129.sb,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99532133.sb,157,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0
99532138.sb,19,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
99532139.sb,47,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
99532153.sb,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532155.sb,2828,0,0,0,0,0,1,0,23,0,75,3,49,35,71,0,38,0,7,7,1,6,2,0,0,0
99532163.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99532170.sb,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99532173.sb,12,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99532180.sb,266,0,0,0,0,0,0,0,26,0,0,5,8,1,1,0,13,0,7,10,0,0,0,0,0,0
99532190.sb,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
99532198.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532200.sb,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99532210.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99532215.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532216.sb,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99532224.sb,522,0,0,0,0,0,0,0,27,0,0,13,0,12,6,0,3,0,0,13,0,0,0,0,0,0
99532230.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532233.sb,484,0,0,0,0,0,0,0,4,0,8,1,11,2,1,0,15,0,2,0,0,1,7,0,0,0
99532235.sb,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
99532240.sb,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532249.sb,21,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99532259.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99532269.sb,615,0,0,0,0,0,0,0,34,2,0,9,11,10,16,0,6,0,0,0,0,3,1,0,0,0
99532271.sb,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532277.sb,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
99532282.sb,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532283.sb,234,0,0,0,0,0,0,0,13,1,0,0,3,4,0,0,0,0,4,0,0,2,0,0,0,0
99532291.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532294.sb,200,0,0,0,0,0,0,0,2,0,2,2,6,0,0,0,1,0,0,0,0,1,0,0,0,0
99532303.sb,67,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
99532309.sb,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99532313.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99532317.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99532319.sb,88,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0
99532321.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99532329.sb,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532333.sb,73,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0
99532336.sb,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99532350.sb,46,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
99532351.sb,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
99532352.sb,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99532355.sb,57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
99532365.sb,201,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,1,0,0,0,0,0,0,0,0,0
99532371.sb,67,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
99532377.sb,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532384.sb,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99532388.sb,28,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99532390.sb,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532399.sb,234,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,3,0,0,8,0,0,2,0,0,0
99532400.sb,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99532402.sb,28,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
99532406.sb,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99532418.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532424.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99532425.sb,99,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,1,0,0,0,0,1,0,0,0,0
99532432.sb,111,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,3,0,0,3,0,0,0,0,0,0
